,Tokens
36452,solutions
36453,.
36454,how
36455,about
36456,using
36457,a
36458,dictionary
36459,?
36460,however
36461,","
36462,you
36463,must
36464,ensure
36465,there
36466,are
36467,no
36468,duplicate
36469,match_objects
36470,dictionary
36471,keys
36472,(
36473,mo_foo
36474,","
36475,mo_bar
36476,","
36477,...
36478,"),"
36479,best
36480,by
36481,giving
36482,each
36483,regular
36484,expression
36485,its
36486,own
36487,name
36488,and
36489,naming
36490,the
36491,match_objects
36492,keys
36493,accordingly
36494,","
36495,otherwise
36496,match_objects
36497,.setdefault()
36498,method
36499,would
36500,return
36501,existing
36502,match
36503,object
36504,instead
36505,of
36506,creating
36507,new
36508,match
36509,object
36510,by
36511,running
36512,re_xxx
36513,.search(
36514,text
36515,).
36516,Here
36517,'s
36518,the
36519,way
36520,I
36521,solved
36522,this
36523,issue
36524,:
36525,Not
36526,nearly
36527,as
36528,clean
36529,as
36530,the
36531,original
36532,pattern
36533,.
36534,However
36535,","
36536,it
36537,is
36538,simple
36539,","
36540,straightforward
36541,and
36542,doesn
36543,'t
36544,require
36545,extra
36546,modules
36547,or
36548,that
36549,you
36550,change
36551,the
36552,original
36553,regexs
36554,.
36555,Here
36556,is
36557,a
36558,RegexDispatcher
36559,class
36560,that
36561,dispatches
36562,its
36563,subclass
36564,methods
36565,by
36566,regular
36567,expression
36568,.
36569,Each
36570,dispatchable
36571,method
36572,is
36573,annotated
36574,with
36575,a
36576,regular
36577,expression
36578,e
36579,.g.
36580,In
36581,this
36582,case
36583,","
36584,the
36585,annotation
36586,is
36587,called
36588,'regex'
36589,and
36590,its
36591,value
36592,is
36593,the
36594,regular
36595,expression
36596,to
36597,match
36598,on
36599,","
36600,"'\+',"
36601,which
36602,is
36603,the
36604,+
36605,sign
36606,.
36607,These
36608,annotated
36609,methods
36610,are
36611,put
36612,in
36613,subclasses
36614,","
36615,not
36616,in
36617,the
36618,base
36619,class
36620,.
36621,When
36622,the
36623,dispatch
36624,(...)
36625,method
36626,is
36627,called
36628,on
36629,a
36630,string
36631,","
36632,the
36633,class
36634,finds
36635,the
36636,method
36637,with
36638,an
36639,annotation
36640,regular
36641,expression
36642,that
36643,matches
36644,the
36645,string
36646,and
36647,calls
36648,it
36649,.
36650,Here
36651,is
36652,the
36653,"class:
To use this class, subclass it to create a class with annotated methods. By way of example, here is a simple RPNCalculator that inherits from RegexDispatcher. The methods to be dispatched are (of course)"
36654,the
36655,ones
36656,with
36657,the
36658,'regex'
36659,annotation
36660,.
36661,The
36662,parent
36663,dispatch
36664,()
36665,method
36666,is
36667,invoked
36668,in
36669,call
36670,.
36671,I
36672,like
36673,this
36674,solution
36675,because
36676,there
36677,are
36678,no
36679,separate
36680,lookup
36681,tables
36682,.
36683,The
36684,regular
36685,expression
36686,to
36687,match
36688,on
36689,is
36690,embedded
36691,in
36692,the
36693,method
36694,to
36695,be
36696,called
36697,as
36698,an
36699,annotation
36700,.
36701,For
36702,me
36703,","
36704,this
36705,is
36706,as
36707,it
36708,should
36709,be
36710,.
36711,It
36712,would
36713,be
36714,nice
36715,if
36716,Python
36717,allowed
36718,more
36719,flexible
36720,annotations
36721,","
36722,because
36723,I
36724,would
36725,rather
36726,put
36727,the
36728,regex
36729,annotation
36730,on
36731,the
36732,method
36733,itself
36734,rather
36735,than
36736,embed
36737,it
36738,in
36739,the
36740,method
36741,parameter
36742,list
36743,.
36744,However
36745,","
36746,this
36747,isn
36748,'t
36749,possible
36750,at
36751,the
36752,moment
36753,.
36754,For
36755,interest
36756,","
36757,take
36758,a
36759,look
36760,at
36761,the
36762,Wolfram
36763,language
36764,in
36765,which
36766,functions
36767,are
36768,polymorphic
36769,on
36770,arbitrary
36771,patterns
36772,","
36773,not
36774,just
36775,on
36776,argument
36777,types
36778,.
36779,A
36780,function
36781,that
36782,is
36783,polymorphic
36784,on
36785,a
36786,regex
36787,is
36788,a
36789,very
36790,powerful
36791,idea
36792,","
36793,but
36794,we
36795,can
36796,'t
36797,get
36798,there
36799,cleanly
36800,in
36801,Python
36802,.
36803,The
36804,RegexDispatcher
36805,class
36806,is
36807,the
36808,best
36809,I
36810,could
36811,do
36812,.
36813,I
36814,switched
36815,from
36816,Perl
36817,to
36818,Python
36819,about
36820,a
36821,year
36822,ago
36823,and
36824,haven
36825,'t
36826,looked
36827,back
36828,.
36829,There
36830,is
36831,only
36832,one
36833,idiom
36834,that
36835,I
36836,'ve
36837,ever
36838,found
36839,I
36840,can
36841,do
36842,more
36843,easily
36844,in
36845,Perl
36846,than
36847,in
36848,Python
36849,:
36850,The
36851,corresponding
36852,Python
36853,code
36854,is
36855,not
36856,so
36857,elegant
36858,since
36859,the
36860,if
36861,statements
36862,keep
36863,getting
36864,nested
36865,:
36866,Does
36867,anyone
36868,have
36869,an
36870,elegant
36871,way
36872,to
36873,reproduce
36874,this
36875,pattern
36876,in
36877,Python
36878,?
36879,I
36880,'ve
36881,seen
36882,anonymous
36883,function
36884,dispatch
36885,tables
36886,used
36887,","
36888,but
36889,those
36890,seem
36891,kind
36892,of
36893,unwieldy
36894,to
36895,me
36896,for
36897,a
36898,small
36899,number
36900,of
36901,regular
36902,expressions
36903,...
36904,With
36905,thanks
36906,to
36907,this
36908,other
36909,SO
36910,question
36911,:
36912,A
36913,minimalist
36914,DataHolder
36915,:
36916,or
36917,as
36918,a
36919,singleton
36920,function
36921,:
36922,(or
36923,just
36924,first
36925,item
36926,with
36927,site
36928,.getsitepackages()[0])
36929,For
36930,Ubuntu
36931,","
36932,...is
36933,not
36934,correct
36935,.
36936,It
36937,will
36938,point
36939,you
36940,to
36941,/usr/lib/pythonX.X/dist-packages
36942,This
36943,folder
36944,only
36945,contains
36946,packages
36947,your
36948,operating
36949,system
36950,has
36951,automatically
36952,installed
36953,for
36954,programs
36955,to
36956,run
36957,.
36958,On
36959,ubuntu
36960,","
36961,the
36962,site
36963,-packages
36964,folder
36965,that
36966,contains
36967,packages
36968,installed
36969,via
36970,setup_tools
36971,\easy_install\pip
36972,will
36973,be
36974,in
36975,/usr/local/lib/pythonX.X/dist-packages
36976,The
36977,second
36978,folder
36979,is
36980,probably
36981,the
36982,more
36983,useful
36984,one
36985,if
36986,the
36987,use
36988,case
36989,is
36990,related
36991,to
36992,installation
36993,or
36994,reading
36995,source
36996,code
36997,.
36998,If
36999,you
37000,do
37001,not
37002,use
37003,Ubuntu
37004,","
37005,you
37006,are
37007,probably
37008,safe
37009,copy
37010,-pasting
37011,the
37012,first
37013,code
37014,box
37015,into
37016,the
37017,terminal
37018,.
37019,From
37020,"""How"
37021,to
37022,Install
37023,Django
37024,""""
37025,documentation
37026,(though
37027,this
37028,is
37029,useful
37030,to
37031,more
37032,than
37033,just
37034,Django
37035,installation
37036,)
37037,-
37038,execute
37039,the
37040,following
37041,from
37042,the
37043,"shell:
Formatted for readability (rather than use as a one-liner)"
37044,","
37045,that
37046,looks
37047,like
37048,the
37049,following
37050,:
37051,All
37052,the
37053,answers
37054,(or:
37055,the
37056,same
37057,answer
37058,repeated
37059,over
37060,and
37061,over
37062,)
37063,are
37064,inadequate
37065,.
37066,What
37067,you
37068,want
37069,to
37070,do
37071,is
37072,"this:
The final line shows you the installation dir. Works on Ubuntu, whereas the above ones don't. Don't ask me about windows or other dists, but since it's the exact same dir that easy_install uses by default, it's probably correct everywhere where easy_install works (so, everywhere, even macs)"
37073,.
37074,Have
37075,fun
37076,.
37077,Note
37078,:
37079,original
37080,code
37081,has
37082,many
37083,swearwords
37084,in
37085,it
37086,.
37087,This
37088,should
37089,work
37090,on
37091,all
37092,distributions
37093,in
37094,and
37095,out
37096,of
37097,virtual
37098,environment
37099,due
37100,to
37101,it
37102,'s
37103,"""low-tech"""
37104,nature
37105,.
37106,The
37107,os
37108,module
37109,always
37110,resides
37111,in
37112,the
37113,parent
37114,directory
37115,of
37116,'site-packages'
37117,To
37118,change
37119,dir
37120,to
37121,the
37122,site
37123,-packages
37124,dir
37125,I
37126,use
37127,the
37128,following
37129,alias
37130,(on
37131,*nix
37132,systems
37133,):
37134,This
37135,works
37136,for
37137,me
37138,.
37139,It
37140,will
37141,get
37142,you
37143,both
37144,dist
37145,-packages
37146,and
37147,site
37148,-packages
37149,folders
37150,.
37151,If
37152,the
37153,folder
37154,is
37155,not
37156,on
37157,Python
37158,'s
37159,path
37160,","
37161,it
37162,won
37163,'t
37164,be
37165,doing
37166,you
37167,much
37168,good
37169,anyway
37170,.
37171,Output
37172,(Ubuntu
37173,installation
37174,):
37175,Let
37176,'s
37177,say
37178,you
37179,have
37180,installed
37181,the
37182,package
37183,'django'.
37184,import it
37185,and
37186,type
37187,in
37188,dir
37189,(django).
37190,It
37191,will
37192,show
37193,you
37194,","
37195,all
37196,the
37197,functions
37198,and
37199,attributes
37200,with
37201,that
37202,module
37203,.
37204,Type
37205,in
37206,the
37207,python
37208,interpreter
37209,-
37210,You
37211,can
37212,do
37213,the
37214,same
37215,thing
37216,if
37217,you
37218,have
37219,installed
37220,mercurial
37221,.
37222,This
37223,is
37224,for
37225,Snow
37226,Leopard
37227,.
37228,But
37229,I
37230,think
37231,it
37232,should
37233,work
37234,in
37235,general
37236,as
37237,well
37238,.
37239,A
37240,side
37241,-note:
37242,The
37243,proposed
37244,solution
37245,(distutils.sysconfig.get_python_lib())
37246,does
37247,not
37248,work
37249,when
37250,there
37251,is
37252,more
37253,than
37254,one
37255,site
37256,-packages
37257,directory
37258,(as
37259,recommended
37260,by
37261,this
37262,article
37263,).
37264,It
37265,will
37266,only
37267,return
37268,the
37269,main
37270,site
37271,-packages
37272,directory
37273,.
37274,Alas
37275,","
37276,I
37277,have
37278,no
37279,better
37280,solution
37281,either
37282,.
37283,Python
37284,doesn
37285,'t
37286,seem
37287,to
37288,keep
37289,track
37290,of
37291,site
37292,-packages
37293,directories
37294,","
37295,just
37296,the
37297,packages
37298,within
37299,them
37300,.
37301,This
37302,is
37303,what
37304,worked
37305,for
37306,me
37307,:
37308,The
37309,native
37310,system
37311,packages
37312,installed
37313,with
37314,python
37315,installation
37316,can
37317,be
37318,found
37319,at
37320,:
37321,/usr/lib/python2.7/dist-packages/
37322,by
37323,using
37324,this
37325,small
37326,code
37327,:
37328,However
37329,","
37330,the
37331,list
37332,of
37333,packages
37334,installed
37335,via
37336,pip
37337,can
37338,be
37339,found
37340,at
37341,:
37342,/usr/local/bin/
37343,Or
37344,one
37345,can
37346,simply
37347,write
37348,the
37349,following
37350,command
37351,to
37352,list
37353,all
37354,paths
37355,where
37356,python
37357,packages
37358,are
37359,.
37360,There
37361,are
37362,two
37363,types
37364,of
37365,site
37366,-packages
37367,directories
37368,","
37369,global
37370,and
37371,per
37372,user
37373,.
37374,Global
37375,site
37376,-packages
37377,"(""dist-packages"")"
37378,directories
37379,are
37380,listed
37381,in
37382,sys
37383,.path
37384,when
37385,you
37386,"run:
For a more concise list run getsitepackages from the site module in Python code:
Note: With virtualenvs getsitepackages is not available, sys.path from above will list the virtualenv's site-packages directory correctly, though.
The per user site-packages directory (PEP 370)"
37387,is
37388,where
37389,Python
37390,installs
37391,your
37392,local
37393,packages
37394,:
37395,If
37396,this
37397,points
37398,to
37399,a
37400,non
37401,-existing
37402,directory
37403,check
37404,the
37405,exit
37406,status
37407,of
37408,Python
37409,and
37410,see
37411,python
37412,-m
37413,site
37414,--help
37415,for
37416,explanations
37417,.
37418,As
37419,others
37420,have
37421,noted
37422,","
37423,distutils
37424,.sysconfig
37425,has
37426,the
37427,relevant
37428,"settings:
...though the default site.py does something a bit more crude, paraphrased below:
(it also adds ${sys.prefix}/lib/site-python and adds both paths for sys.exec_prefix as well, should that constant be different)"
37429,.
37430,That
37431,said
37432,","
37433,what
37434,'s
37435,the
37436,context
37437,?
37438,You
37439,shouldn
37440,'t
37441,be
37442,messing
37443,with
37444,your
37445,site
37446,-packages
37447,directly
37448,;
37449,setuptools
37450,/distutils
37451,will
37452,work
37453,for
37454,installation
37455,","
37456,and
37457,your
37458,program
37459,may
